Gene	MostFrequentPhenotype	numVariant	numPhenotypes	Date	MostFrequentInterpretation
EVC	Chondroectodermal dysplasia	56	2	apr2013	pathogenic
ITGA6	Epidermolysis bullosa with pyloric atresia	7	1	apr2013	pathogenic
KIAA1279	Goldberg-Shprintzen megacolon syndrome	14	1	apr2013	pathogenic
TRHR	Thyrotropin-releasing hormone resistance, gen	14	1	apr2013	pathogenic
PMM2	Carbohydrate-deficient glycoprotein syndrome 	182	1	apr2013	pathogenic
ORAI1	Immune dysfunction with T-cell inactivation d	7	1	apr2013	pathogenic
APOA4	APOLIPOPROTEIN A-IV RARE VARIANT, APOA4*5	28	4	apr2013	pathogenic
APOA5	Hypertriglyceridemia, susceptibility to	21	2	apr2013	risk factor
IQSEC2	Mental retardation, X-linked, nonspecific	28	2	apr2013	pathogenic
APOA1	Familial visceral amyloidosis, Ostertag type	217	24	apr2013	pathogenic
APOA2	APOLIPOPROTEIN A-II DEFICIENCY, FAMILIAL, DUE	14	2	apr2013	pathogenic
ALK	Neuroblastoma 3	42	1	apr2013	conflicting data from submitters
TTR	Amyloidogenic transthyretin amyloidosis	392	8	apr2013	pathogenic
ADRB3	Obesity	7	1	apr2013	risk factor
SOBP	Mental retardation, anterior maxillary protru	7	1	apr2013	pathogenic
CYP27B1	Vitamin D-dependent rickets, type 1	140	2	apr2013	pathogenic
ABCB1	MDR1 POLYMORPHISM	21	3	apr2013	pathogenic
H19	Beckwith-Wiedemann syndrome	28	2	apr2013	pathogenic
PRSS56	Microphthalmia, isolated 6	21	1	apr2013	pathogenic
TPRN	Deafness, autosomal recessive 79	35	1	apr2013	pathogenic
DNASE1L1	3-Methylglutaconic aciduria type 2	35	2	apr2013	pathogenic
MPV17	Navajo neurohepatopathy	147	1	apr2013	pathogenic
DNASE1L3	Systemic lupus erythematosus 16	7	1	apr2013	pathogenic
COL4A6	Leiomyomatosis, esophageal and vulval, with n	7	1	apr2013	pathogenic
COL4A5	Alport syndrome, X-linked recessive	4417	1	apr2013	pathogenic
COL4A4	Alport syndrome, autosomal recessive	56	2	apr2013	pathogenic
COL4A3	Alport syndrome, autosomal recessive	70	3	apr2013	pathogenic
COL4A2	Hemorrhage, intracerebral, susceptibility to	35	2	apr2013	risk factor
COL4A1	Familial porencephaly	126	5	apr2013	pathogenic
GRN	Frontotemporal dementia, ubiquitin-positive	147	4	apr2013	pathogenic
HMCN1	MACULAR DEGENERATION, AGE-RELATED, 1, SUSCEPT	7	1	apr2013	risk factor
ZEB1	Corneal dystrophy, fuchs endothelial, 6	28	2	apr2013	pathogenic
GARS	Charcot-Marie-Tooth disease type 2D	56	2	apr2013	pathogenic
ZEB2	Mowat-Wilson syndrome	105	2	apr2013	pathogenic
RPS6KA3	Coffin-Lowry syndrome	147	2	apr2013	pathogenic
KCNH2	Long QT syndrome 2	224	9	apr2013	pathogenic
COX7B	Aplasia cutis congenita, reticulolinear, with	21	1	apr2013	pathogenic
HLCS	Holocarboxylase synthetase deficiency	63	1	apr2013	pathogenic
NOG	Cushings symphalangism	154	5	apr2013	pathogenic
KRT17	Pachyonychia congenita type 2	112	2	apr2013	pathogenic
TOP1	Dna topoisomerase i, camptothecin-resistant	14	1	apr2013	pathogenic
PPIB	not specified	105	2	apr2013	not provided
TCIRG1	Osteopetrosis autosomal recessive 1	49	1	apr2013	pathogenic
MT-ND3	Leigh syndrome due to mitochondrial complex I	42	4	apr2013	pathogenic
FTCD	Glutamate formiminotransferase deficiency	21	1	apr2013	pathogenic
PIK3CA	MEGALENCEPHALY-CAPILLARY MALFORMATION-POLYMIC	224	11	apr2013	other
MINPP1	Thyroid cancer, follicular	21	2	apr2013	pathogenic
FAM134B	Hereditary sensory and autonomic neuropathy t	70	1	apr2013	pathogenic
FOXC1	Axenfeld-Rieger syndrome type 3	126	6	apr2013	pathogenic
CD40LG	Immunodeficiency with hyper IgM type 1	126	1	apr2013	pathogenic
SMAD9	Primary pulmonary hypertension	7	1	apr2013	pathogenic
GHRL	Obesity	42	4	apr2013	risk factor
SMAD4	Juvenile polyposis syndrome	756	8	apr2013	pathogenic
SMAD6	Aortic valve disease 2	14	1	apr2013	pathogenic
SMAD7	Colorectal cancer 3	7	1	apr2013	risk factor
VAPB	Amyotrophic lateral sclerosis type 8	28	3	apr2013	pathogenic
RETN	Diabetes mellitus type 2	14	2	apr2013	risk factor
NDUFAF5	Mitochondrial complex I deficiency	14	1	apr2013	pathogenic
NDUFAF4	Mitochondrial complex I deficiency	7	1	apr2013	pathogenic
NPHP1	Nephronophthisis 1	49	3	apr2013	pathogenic
NDUFAF6	Leigh syndrome due to mitochondrial complex I	7	1	apr2013	pathogenic
NDUFAF1	Mitochondrial complex I deficiency	28	1	apr2013	pathogenic
NDUFAF3	Mitochondrial complex I deficiency	21	1	apr2013	pathogenic
NDUFAF2	Leigh syndrome due to mitochondrial complex I	14	2	apr2013	pathogenic
ABCB6	Langereis blood group	49	2	apr2013	pathogenic
IGF2R	Hepatocellular carcinoma, somatic	14	1	apr2013	other
CTH	Cystathioninuria	35	2	apr2013	pathogenic
GDAP1	Charcot-Marie-Tooth disease type 2K	154	6	apr2013	pathogenic
SLC36A2	Hyperglycinuria	28	3	apr2013	pathogenic
GALNT3	Tumoral calcinosis, familial, hyperphosphatem	91	1	apr2013	pathogenic
ART4	Dombrock-null phenotype	35	2	apr2013	pathogenic
KRT14	Epidermolysis bullosa herpetiformis, Dowling-	133	6	apr2013	pathogenic
MYLK2	Cardiomyopathy	63	2	apr2013	pathogenic
COX4I2	Exocrine pancreatic insufficiency, dyserythro	7	1	apr2013	pathogenic
CHRNG	Multiple pterygium syndrome Escobar type	77	2	apr2013	pathogenic
PRKAR1A	Carney complex, type 1	294	6	apr2013	pathogenic
TRMT44	Variant of unknown significance	7	1	apr2013	variant of unknown significance
SAR1B	Chylomicron retention disease	56	1	apr2013	pathogenic
C19orf12	Neurodegeneration with brain iron accumulatio	35	1	apr2013	pathogenic
NOL3	Myoclonus, familial cortical	7	1	apr2013	pathogenic
PEX19	PEROXISOME BIOGENESIS DISORDER 12A (ZELLWEGER	14	1	apr2013	pathogenic
EDA	Hypohidrotic X-linked ectodermal dysplasia	133	2	apr2013	pathogenic
COL18A1	Knobloch syndrome 1	49	1	apr2013	pathogenic
IRF5	Systemic lupus erythematosus 10	42	4	apr2013	risk factor
FAM20A	Amelogenesis imperfecta and gingival fibromat	42	1	apr2013	pathogenic
CCDC114	Ciliary dyskinesia, primary, 20	35	1	apr2013	pathogenic
FAM20C	Raine syndrome	84	1	apr2013	pathogenic
NBEAL2	Gray platelet syndrome	49	1	apr2013	pathogenic
ATP1A3	Dystonia 12	84	2	apr2013	pathogenic
ATP1A2	Familial hemiplegic migraine type 2	98	3	apr2013	pathogenic
NPC1L1	Ezetimibe response	14	1	apr2013	drug response
CRTAP	Osteogenesis imperfecta type 7	42	1	apr2013	pathogenic
MLL	Growth deficiency and mental retardation with	35	1	apr2013	pathogenic
FYCO1	Cataract, autosomal recessive congenital 2	42	1	apr2013	pathogenic
ABAT	Gamma-aminobutyric acid transaminase deficien	14	1	apr2013	pathogenic
BIN1	Autosomal recessive centronuclear myopathy	28	1	apr2013	pathogenic
LOX	LYSYL OXIDASE POLYMORPHISM	7	1	apr2013	no known pathogenicity
GDF3	Microphthalmia, isolated, with coloboma 6	42	4	apr2013	pathogenic
IFT80	Asphyxiating thoracic dystrophy 2	21	1	apr2013	pathogenic
DPYD	Dihydropyrimidine dehydrogenase deficiency	49	2	apr2013	pathogenic
AASS	Hyperlysinemia	7	1	apr2013	pathogenic
RDH5	Fundus albipunctatus, autosomal recessive	56	1	apr2013	pathogenic
OPHN1	Mental retardation X-linked with cerebellar h	42	1	apr2013	pathogenic
DPYS	Dihydropyrimidinase deficiency	28	1	apr2013	pathogenic
ALDH1A3	Microphthalmia, isolated 8	21	1	apr2013	not provided
GFAP	Alexanders disease	91	1	apr2013	pathogenic
KISS1R	HYPOGONADOTROPIC HYPOGONADISM 8 WITHOUT ANOSM	42	2	apr2013	pathogenic
MUC7	Asthma, protection against	7	1	apr2013	protective
GPR98	Usher syndrome, type 2C	70	3	apr2013	pathogenic
CA12	Hyperchlorhidrosis, isolated	7	1	apr2013	pathogenic
FXN	Friedreichs ataxia	70	2	apr2013	pathogenic
PHOX2A	Fibrosis of extraocular muscles, congenital, 	21	1	apr2013	pathogenic
PHOX2B	Congenital central hypoventilation	63	5	apr2013	pathogenic
THAP1	Dystonia 6, torsion	63	1	apr2013	pathogenic
RAB23	Carpenter syndrome	21	1	apr2013	pathogenic
NIPAL4	Autosomal recessive congenital ichthyosis 6	28	1	apr2013	pathogenic
CFH	Atypical hemolytic-uremic syndrome 1	182	4	apr2013	risk factor
CFI	Atypical hemolytic-uremic syndrome 3	63	2	apr2013	risk factor
PNP	Purine-nucleoside phosphorylase deficiency	70	2	apr2013	pathogenic
GLRA1	Hyperekplexia hereditary	154	1	apr2013	pathogenic
CFB	Atypical hemolytic-uremic syndrome 4	49	4	apr2013	no known pathogenicity
CYB5A	Methemoglobinemia type 4	7	1	apr2013	pathogenic
CREBBP	Rubinstein-Taybi syndrome	56	1	apr2013	pathogenic
ACTR1A	Medulloblastoma, somatic	7	1	apr2013	other
SPG11	Spastic paraplegia 11, autosomal recessive	665	1	apr2013	pathogenic
CFP	Properdin deficiency, X-linked	35	3	apr2013	pathogenic
AAAS	Glucocorticoid deficiency with achalasia	70	2	apr2013	pathogenic
TAC3	HYPOGONADOTROPIC HYPOGONADISM 10 WITHOUT ANOS	7	1	apr2013	pathogenic
HAMP	Hemochromatosis type 2B	35	3	apr2013	pathogenic
SPRED1	Legius syndrome	119	2	apr2013	pathogenic
FAM58A	STAR syndrome	35	1	apr2013	pathogenic
NQO1	Benzene toxicity, susceptibility to	21	3	apr2013	risk factor
PRPF8	Retinitis Pigmentosa 13	49	1	apr2013	pathogenic
CHI3L1	ASTHMA-RELATED TRAITS, SUSCEPTIBILITY TO, 7	7	1	apr2013	risk factor
DFNB31	Usher syndrome, type 2D	35	2	apr2013	pathogenic
PRPF3	Retinitis Pigmentosa 18	21	1	apr2013	pathogenic
PRPF6	Retinitis pigmentosa 60	7	1	apr2013	pathogenic
SIX5	Branchiootorenal syndrome 2	28	1	apr2013	pathogenic
SIX6	Cataract, microphthalmia and nystagmus	7	1	apr2013	pathogenic
SAG	Oguchis disease	14	2	apr2013	pathogenic
SIX1	Branchiootic syndrome 3	35	2	apr2013	pathogenic
OFD1	Oral-facial-digital syndrome	616	3	apr2013	pathogenic
SIX3	Holoprosencephaly 2	84	2	apr2013	pathogenic
RELN	Lissencephaly 2	14	1	apr2013	pathogenic
HDAC8	Cornelia de Lange syndrome 5	42	2	apr2013	pathogenic
APP	Alzheimer disease, type 1	182	7	apr2013	pathogenic
PRX	Charcot-Marie-Tooth disease, type 4F	105	3	apr2013	pathogenic
C5orf42	Joubert syndrome 17	42	2	apr2013	pathogenic
ZMPSTE24	Lethal tight skin contracture syndrome	77	2	apr2013	pathogenic
TYRP1	Oculocutaneous albinism type 3	56	3	apr2013	pathogenic
IL31RA	Amyloidosis, primary localized cutaneous, 2	7	1	apr2013	pathogenic
LEFTY2	Left-right axis malformations	14	1	apr2013	pathogenic
CHM	Choroideremia	77	2	apr2013	pathogenic
KLK1	Kallikrein, decreased urinary activity of	7	1	apr2013	pathogenic
KLK4	Amelogenesis imperfecta pigmented hypomaturat	7	1	apr2013	pathogenic
PDE8B	Pigmented nodular adrenocortical disease, pri	14	2	apr2013	pathogenic
COL7A1	Recessive dystrophic epidermolysis bullosa	378	10	apr2013	pathogenic
RAB27A	Griscelli syndrome type 2	70	1	apr2013	pathogenic
MANBA	Beta-D-mannosidosis	63	1	apr2013	pathogenic
RFX5	BARE LYMPHOCYTE SYNDROME, TYPE II, COMPLEMENT	35	2	apr2013	pathogenic
RFX6	Pancreatic hypoplasia, intestinal atresia, an	42	1	apr2013	pathogenic
NRXN1	Pitt-Hopkins-like syndrome 2	35	2	apr2013	pathogenic
CHAT	Familial infantile myasthenia	77	1	apr2013	pathogenic
HSD3B7	Bile acid synthesis defect, congenital, 1	35	1	apr2013	pathogenic
HSD3B2	3 beta-Hydroxysteroid dehydrogenase deficienc	84	2	apr2013	pathogenic
MTRR	Homocystinuria-Megaloblastic anemia due to de	56	3	apr2013	pathogenic
APC	Adenomatous polyposis coli	406	13	apr2013	pathogenic
B4GALT1	Congenital disorder of glycosylation type 2D	7	1	apr2013	pathogenic
STRADA	Polyhydramnios, megalencephaly, and symptomat	7	1	apr2013	pathogenic
TMEM43	Arrhythmogenic right ventricular cardiomyopat	49	3	apr2013	not provided
XPNPEP3	Nephronophthisis-like nephropathy 1	14	1	apr2013	pathogenic
FOXP2	Speech-language disorder 1	14	1	apr2013	pathogenic
RECQL4	Rothmund-Thomson syndrome	119	3	apr2013	pathogenic
FOXP1	Mental retardation with language impairment a	14	1	apr2013	pathogenic
FANCD2	Fanconi anemia, complementation group D2	35	1	apr2013	pathogenic
NSDHL	Child syndrome	70	2	apr2013	pathogenic
NUBPL	Mitochondrial complex I deficiency	14	1	apr2013	pathogenic
ZNF592	Spinocerebellar ataxia autosomal recessive 5	7	1	apr2013	pathogenic
PPOX	Variegate porphyria	98	2	apr2013	pathogenic
PINK1	Parkinson disease 6, autosomal recessive earl	98	3	apr2013	pathogenic
MNX1	Currarino triad	70	1	apr2013	pathogenic
FLT4	Hereditary lymphedema type I	77	3	apr2013	pathogenic
MYCN	Feingold syndrome	49	1	apr2013	pathogenic
COX14	Cytochrome-c oxidase deficiency	7	1	apr2013	pathogenic
CYP2D6	Debrisoquine, poor metabolism of	56	3	apr2013	pathogenic
TREX1	Aicardi Goutieres syndrome 1	77	5	apr2013	pathogenic
ITIH4	Hypercholesterolemia, susceptibility to	7	1	apr2013	risk factor
TIMM8A	Mohr-Tranebjaerg syndrome	77	2	apr2013	pathogenic
AKR1C2	46,XY sex reversal 8	28	1	apr2013	pathogenic
CAMTA1	Cerebellar ataxia, nonprogressive, with menta	21	1	apr2013	pathogenic
PLTP	High density lipoprotein cholesterol level qu	7	1	apr2013	association
IGF2	INSULIN-LIKE GROWTH FACTOR II POLYMORPHISM	21	1	apr2013	no known pathogenicity
TCF4	Pitt-Hopkins syndrome	42	1	apr2013	pathogenic
IGF1	Insulin-like growth factor I deficiency	21	1	apr2013	pathogenic
DLD	Maple syrup urine disease, type 3	84	1	apr2013	pathogenic
GCK	Maturity-onset diabetes of the young,  type 2	917	7	apr2013	probably pathogenic
SEPN1	Eichsfeld type congenital muscular dystrophy	70	2	apr2013	pathogenic
TK2	Mitochondrial DNA depletion syndrome 2	231	1	apr2013	pathogenic
IGFBP7	RETINAL ARTERIAL MACROANEURYSM WITH SUPRAVASC	7	1	apr2013	pathogenic
FASTKD2	Cytochrome-c oxidase deficiency	7	1	apr2013	pathogenic
CYP2R1	Vitamin d hydroxylation-deficient rickets, ty	7	1	apr2013	pathogenic
AFP	Alpha-fetoprotein deficiency	21	2	apr2013	pathogenic
MAK	Retinitis pigmentosa 62	35	1	apr2013	pathogenic
KRT16	Pachyonychia congenita, type 1	77	3	apr2013	pathogenic
GJA1	Oculodentodigital dysplasia	140	5	apr2013	pathogenic
GJA3	Zonular pulverulent cataract 3	28	1	apr2013	pathogenic
NLRP3	Familial cold urticaria	84	3	apr2013	pathogenic
GJA8	Cataract, zonular pulverulent 1	56	4	apr2013	pathogenic
GLYCTK	Deficiency of glycerate kinase	21	1	apr2013	pathogenic
TGM1	Congenital ichthyosis of skin	273	1	apr2013	pathogenic
CYP27A1	Cholestanol storage disease	91	1	apr2013	pathogenic
BTD	Biotinidase deficiency	1197	1	apr2013	pathogenic
MEF2A	Coronary artery disease/myocardial infarction	28	2	apr2013	pathogenic
TMEM216	Meckel syndrome type 2	35	2	apr2013	pathogenic
COX10	LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I	49	3	apr2013	pathogenic
PROC	Thrombophilia, hereditary, due to protein c d	182	1	apr2013	pathogenic
COX15	LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I	35	2	apr2013	not provided
BTK	X-linked agammaglobulinemia	462	4	apr2013	pathogenic
TSG101	Familial cancer of breast	7	1	apr2013	pathogenic
TMC6	Epidermodysplasia verruciformis	28	1	apr2013	pathogenic
ZNF335	Microcephaly 10, primary, autosomal recessive	7	1	apr2013	pathogenic
TMC1	Deafness, autosomal recessive 7	42	2	apr2013	pathogenic
AMPD3	Erythrocyte amp deaminase deficiency	7	1	apr2013	pathogenic
EIF2B4	Leukoencephalopathy with vanishing white matt	42	2	apr2013	pathogenic
EIF2B5	Leukoencephalopathy with vanishing white matt	91	2	apr2013	pathogenic
EIF2B2	Ovarioleukodystrophy	49	2	apr2013	pathogenic
EIF2B3	Leukoencephalopathy with vanishing white matt	35	1	apr2013	pathogenic
PDGFRL	Hepatocellular carcinoma, somatic	14	2	apr2013	other
SLCO1B1	Rotor syndrome	21	1	apr2013	pathogenic
MAGT1	Immunodeficiency, X-Linked, with magnesium de	21	2	apr2013	pathogenic
IFT140	Renal dysplasia, retinal pigmentary dystrophy	42	1	apr2013	pathogenic
RSPH9	Ciliary dyskinesia, primary, 12	7	1	apr2013	pathogenic
NUP62	Striatonigral degeneration infantile	7	1	apr2013	pathogenic
ITGA2B	Glanzmanns thrombasthenia	105	2	apr2013	pathogenic
TPM3	Nemaline myopathy 1	84	3	apr2013	pathogenic
TPM2	CAP MYOPATHY, TPM2-RELATED	56	4	apr2013	pathogenic
TPM1	not specified	245	4	apr2013	not provided
CIB2	Deafness, autosomal recessive 48	28	2	apr2013	pathogenic
OTOGL	Deafness, autosomal recessive 84b	21	1	apr2013	pathogenic
RMND1	Combined oxidative phosphorylation deficiency	14	1	apr2013	pathogenic
FANCB	Fanconi anemia, complementation group B	49	1	apr2013	pathogenic
ETFA	GLUTARIC ACIDEMIA IIA	35	1	apr2013	pathogenic
TGFBR2	Loeys-Dietz syndrome	224	6	apr2013	pathogenic
TGFBR1	Loeys-Dietz syndrome type 1A	112	4	apr2013	pathogenic
MTMR14	MYOPATHY, CENTRONUCLEAR, AUTOSOMAL DOMINANT, 	14	1	apr2013	pathogenic
NTF4	Glaucoma 1, open angle, O	21	1	apr2013	pathogenic
NLGN3	Asperger syndrome X-linked 1	14	2	apr2013	risk factor
LRSAM1	Charcot-Marie-Tooth disease type 2P	21	1	apr2013	pathogenic
CFHR5	Variant of unknown significance	35	2	apr2013	variant of unknown significance
TPMT	Thiopurine methyltransferase deficiency	42	1	apr2013	pathogenic
CELSR3	Variant of unknown significance	7	1	apr2013	not provided
FOXL2	BLEPHAROPHIMOSIS, PTOSIS, AND EPICANTHUS INVE	161	3	apr2013	pathogenic
ATXN8OS	Parkinson disease, late-onset, susceptibility	14	2	apr2013	pathogenic
TSEN54	Pontocerebellar hypoplasia type 4	35	2	apr2013	pathogenic
ITGA7	Muscular dystrophy, congenital, due to integr	21	1	apr2013	pathogenic
TJP2	Hypercholanemia, familial	7	1	apr2013	pathogenic
CYP24A1	Idiopathic hypercalcemia of infancy	49	1	apr2013	pathogenic
MFN2	Charcot-Marie-Tooth disease, type 2A2	168	3	apr2013	pathogenic
SH3PXD2B	Frank Ter Haar syndrome	28	1	apr2013	pathogenic
TMC8	Epidermodysplasia verruciformis	14	1	apr2013	pathogenic
PCBD1	Hyperphenylalaninemia, bh4-deficient, d	35	1	apr2013	pathogenic
AGRP	Obesity, late-onset	14	2	apr2013	pathogenic
AGRN	Myasthenia, limb-girdle, familial	7	1	apr2013	pathogenic
BMPER	Diaphanospondylodysostosis	35	1	apr2013	pathogenic
NSMF	Hypogonadotropic hypogonadism 9 with or witho	14	1	apr2013	risk factor
PITX2	Axenfeld-Rieger syndrome type 1	91	4	apr2013	pathogenic
PITX3	Cataract, posterior polar, 4	28	3	apr2013	pathogenic
SMARCA2	Nicolaides-Baraitser syndrome	98	1	apr2013	pathogenic
CLCNKB	Bartter syndrome, type 4b	35	3	apr2013	pathogenic
SMARCA4	Mental retardation, autosomal dominant 16	49	2	apr2013	pathogenic
MIR96	Deafness, autosomal dominant 50	14	1	apr2013	pathogenic
AXIN2	Colorectal cancer, somatic	28	2	apr2013	other
AXIN1	Hepatocellular carcinoma, somatic	14	2	apr2013	pathogenic
POR	Antley-Bixler syndrome with genital anomalies	112	2	apr2013	pathogenic
TOR1A	Dystonia 1	49	4	apr2013	pathogenic
ZAP70	Severe combined immunodeficiency, atypical	70	3	apr2013	pathogenic
ST3GAL3	Mental retardation, autosomal recessive 12	21	2	apr2013	pathogenic
CSTA	Exfoliative ichthyosis, autosomal recessive, 	14	1	apr2013	pathogenic
RAC2	Neutrophil immunodeficiency syndrome	7	1	apr2013	pathogenic
ST3GAL5	Amish infantile epilepsy syndrome	7	1	apr2013	pathogenic
SBDS	Shwachman syndrome	112	2	apr2013	pathogenic
GALNS	Mucopolysaccharidosis, MPS-IV-A	126	1	apr2013	pathogenic
FCGR2A	Lupus nephritis, susceptibility to	14	2	apr2013	risk factor
VCP	Inclusion body myopathy with early-onset page	77	3	apr2013	pathogenic
CYP11A1	Adrenal insufficiency, congenital, with 46,XY	63	1	apr2013	pathogenic
GCGR	Diabetes mellitus type 2	7	1	apr2013	pathogenic
NPSR1	ASTHMA-RELATED TRAITS, SUSCEPTIBILITY TO, 2	7	1	apr2013	risk factor
CYP7B1	Spastic paraplegia 5A	63	2	apr2013	pathogenic
AIRE	Polyglandular autoimmune syndrome, type 1	175	2	apr2013	pathogenic
SPAST	Spastic paraplegia 4	147	2	apr2013	pathogenic
SLC16A1	Erythrocyte lactate transporter defect	28	2	apr2013	pathogenic
CALCR	Bone mineral density quantitative trait locus	7	1	apr2013	risk factor
SLC16A2	Allan-Herndon-Dudley syndrome	105	1	apr2013	pathogenic
SCGB3A2	Asthma, susceptibility to	7	1	apr2013	risk factor
MASP1	Michels syndrome	35	1	apr2013	pathogenic
ARHGAP31	Adams-Oliver syndrome 1	14	1	apr2013	pathogenic
BCKDHB	MAPLE SYRUP URINE DISEASE, CLASSIC, TYPE IB	42	1	apr2013	pathogenic
CANT1	Desbuquois syndrome	105	2	apr2013	pathogenic
BCKDHA	MAPLE SYRUP URINE DISEASE, CLASSIC, TYPE IA	70	2	apr2013	pathogenic
PTCH2	Gorlin syndrome	21	3	apr2013	other
CALCA	RECLASSIFIED - CALCITONIN POLYMORPHISM	7	1	apr2013	no known pathogenicity
WIPF1	Wiskott-Aldrich syndrome 2	7	1	apr2013	pathogenic
PTCH1	Gorlin syndrome	119	3	apr2013	pathogenic
TUFM	Combined oxidative phosphorylation deficiency	7	1	apr2013	pathogenic
PRDM5	Brittle cornea syndrome 2	42	1	apr2013	pathogenic
CD36	PLATELET GLYCOPROTEIN IV DEFICIENCY	77	4	apr2013	pathogenic
UQCRQ	Mitochondrial complex III deficiency	7	1	apr2013	pathogenic
POLR3B	Hypomyelinating leukodystrophy 8	77	2	apr2013	pathogenic
POLR3A	Hypomyelinating leukodystrophy 7	112	1	apr2013	pathogenic
PAH	Phenylketonuria	462	3	apr2013	pathogenic
APCDD1	Hypotrichosis simplex	7	1	apr2013	pathogenic
UQCRB	Mitochondrial complex III deficiency	7	1	apr2013	pathogenic
TOPORS	Retinitis Pigmentosa 31	14	1	apr2013	pathogenic
CACNA1H	Epilepsy, childhood absence 6	42	2	apr2013	risk factor
EP300	Rubinstein-Taybi syndrome 2	56	2	apr2013	pathogenic
SPG21	Mast syndrome	7	1	apr2013	pathogenic
SPG20	Troyer syndrome	14	1	apr2013	pathogenic
CACNA1A	Episodic ataxia type 2	273	6	apr2013	pathogenic
CACNA1C	Cardiac arrhythmia	63	3	apr2013	pathogenic
